Aba;Endereco;FormulaR1C1;Valor
Analitos;Q22;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R22;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));30
Analitos;S22;=IF(RC1="","",IF(RC11<>"",RC11/3,""));10
Analitos;T22;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y22;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));71.6891973328506
Analitos;Z22;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));76.4017117580585
Analitos;AA22;=IF(RC25="","",RC5-(RC5-RC25)*1.1);71.4535716115902
Analitos;AB22;=IF(RC26="","",RC5+(RC26-RC5)*1.1);76.6373374793189
Analitos;AC22;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));469.283704773185
Analitos;AD22;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));490.352658863179
Analitos;AE22;=IF(RC29="","",RC7-(RC7-RC29)*1.1);468.230257068685
Analitos;AF22;=IF(RC30="","",RC7+(RC30-RC7)*1.1);491.406106567679
Analitos;Q23;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R23;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));15
Analitos;S23;=IF(RC1="","",IF(RC11<>"",RC11/3,""));5
Analitos;T23;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y23;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));139.805775185495
Analitos;Z23;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));152.194224814505
Analitos;AA23;=IF(RC25="","",RC5-(RC5-RC25)*1.1);139.186352704044
Analitos;AB23;=IF(RC26="","",RC5+(RC26-RC5)*1.1);152.813647295956
Analitos;AC23;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));406.680682477846
Analitos;AD23;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));455.619317522154
Analitos;AE23;=IF(RC29="","",RC7-(RC7-RC29)*1.1);404.23375072563
Analitos;AF23;=IF(RC30="","",RC7+(RC30-RC7)*1.1);458.06624927437
Analitos;Q24;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R24;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));30
Analitos;S24;=IF(RC1="","",IF(RC11<>"",RC11/3,""));10
Analitos;T24;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y24;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));103.748283814534
Analitos;Z24;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));132.342625276375
Analitos;AA24;=IF(RC25="","",RC5-(RC5-RC25)*1.1);102.318566741442
Analitos;AB24;=IF(RC26="","",RC5+(RC26-RC5)*1.1);133.772342349467
Analitos;AC24;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));405.830314290966
Analitos;AD24;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));467.806049345398
Analitos;AE24;=IF(RC29="","",RC7-(RC7-RC29)*1.1);402.731527538244
Analitos;AF24;=IF(RC30="","",RC7+(RC30-RC7)*1.1);470.90483609812
Analitos;Q25;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R25;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));22
Analitos;S25;=IF(RC1="","",IF(RC11<>"",RC11/3,""));7.33333333333333
Analitos;T25;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y25;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));73.2274812387496
Analitos;Z25;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));83.1361551248868
Analitos;AA25;=IF(RC25="","",RC5-(RC5-RC25)*1.1);72.7320475444427
Analitos;AB25;=IF(RC26="","",RC5+(RC26-RC5)*1.1);83.6315888191937
Analitos;AC25;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));138.600832787384
Analitos;AD25;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));160.035530848979
Analitos;AE25;=IF(RC29="","",RC7-(RC7-RC29)*1.1);137.529097884305
Analitos;AF25;=IF(RC30="","",RC7+(RC30-RC7)*1.1);161.107265752059
Analitos;Q26;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R26;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));15
Analitos;S26;=IF(RC1="","",IF(RC11<>"",RC11/3,""));5
Analitos;T26;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y26;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));144.107801719823
Analitos;Z26;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));174.074016461996
Analitos;AA26;=IF(RC25="","",RC5-(RC5-RC25)*1.1);142.609490982714
Analitos;AB26;=IF(RC26="","",RC5+(RC26-RC5)*1.1);175.572327199104
Analitos;AC26;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));348.168930813595
Analitos;AD26;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));409.103796459132
Analitos;AE26;=IF(RC29="","",RC7-(RC7-RC29)*1.1);345.122187531318
Analitos;AF26;=IF(RC30="","",RC7+(RC30-RC7)*1.1);412.150539741409
Analitos;Q27;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R27;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));15
Analitos;S27;=IF(RC1="","",IF(RC11<>"",RC11/3,""));5
Analitos;T27;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y27;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));54.2428091638946
Analitos;Z27;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));61.4844635633781
Analitos;AA27;=IF(RC25="","",RC5-(RC5-RC25)*1.1);53.8807264439205
Analitos;AB27;=IF(RC26="","",RC5+(RC26-RC5)*1.1);61.8465462833523
Analitos;AC27;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));76.1288539763887
Analitos;AD27;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));87.4166005690659
Analitos;AE27;=IF(RC29="","",RC7-(RC7-RC29)*1.1);75.5644666467548
Analitos;AF27;=IF(RC30="","",RC7+(RC30-RC7)*1.1);87.9809878986997
Analitos;Q28;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R28;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));20
Analitos;S28;=IF(RC1="","",IF(RC11<>"",RC11/3,""));6.66666666666667
Analitos;T28;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y28;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));43.3264485869253
Analitos;Z28;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));49.6735514130747
Analitos;AA28;=IF(RC25="","",RC5-(RC5-RC25)*1.1);43.0090934456178
Analitos;AB28;=IF(RC26="","",RC5+(RC26-RC5)*1.1);49.9909065543822
Analitos;AC28;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));202.058109310503
Analitos;AD28;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));223.760072507679
Analitos;AE28;=IF(RC29="","",RC7-(RC7-RC29)*1.1);200.973011150644
Analitos;AF28;=IF(RC30="","",RC7+(RC30-RC7)*1.1);224.845170667538
Analitos;Q29;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R29;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));20
Analitos;S29;=IF(RC1="","",IF(RC11<>"",RC11/3,""));6.66666666666667
Analitos;T29;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y29;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));27.9377353011802
Analitos;Z29;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));36.6986283351835
Analitos;AA29;=IF(RC25="","",RC5-(RC5-RC25)*1.1);27.49969064948
Analitos;AB29;=IF(RC26="","",RC5+(RC26-RC5)*1.1);37.1366729868836
Analitos;AC29;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));97.7233253899521
Analitos;AD29;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));113.110007943381
Analitos;AE29;=IF(RC29="","",RC7-(RC7-RC29)*1.1);96.9539912622807
Analitos;AF29;=IF(RC30="","",RC7+(RC30-RC7)*1.1);113.879342071053
Analitos;Q30;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R30;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));15
Analitos;S30;=IF(RC1="","",IF(RC11<>"",RC11/3,""));5
Analitos;T30;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y30;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));0.705555555555555
Analitos;Z30;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));1.30555555555556
Analitos;AA30;=IF(RC25="","",RC5-(RC5-RC25)*1.1);0.675555555555555
Analitos;AB30;=IF(RC26="","",RC5+(RC26-RC5)*1.1);1.33555555555556
Analitos;AC30;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));3.32333333333333
Analitos;AD30;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));4.40333333333333
Analitos;AE30;=IF(RC29="","",RC7-(RC7-RC29)*1.1);3.26933333333333
Analitos;AF30;=IF(RC30="","",RC7+(RC30-RC7)*1.1);4.45733333333333
Analitos;Q31;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R31;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));15
Analitos;S31;=IF(RC1="","",IF(RC11<>"",RC11/3,""));5
Analitos;T31;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y31;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));19.6457891732683
Analitos;Z31;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));48.126938099459
Analitos;AA31;=IF(RC25="","",RC5-(RC5-RC25)*1.1);18.2217317269588
Analitos;AB31;=IF(RC26="","",RC5+(RC26-RC5)*1.1);49.5509955457685
Analitos;AC31;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));-1.75117568746551
Analitos;AD31;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));34.4693575056473
Analitos;AE31;=IF(RC29="","",RC7-(RC7-RC29)*1.1);-3.56220234712115
Analitos;AF31;=IF(RC30="","",RC7+(RC30-RC7)*1.1);36.280384165303
Analitos;Q32;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R32;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));4
Analitos;S32;=IF(RC1="","",IF(RC11<>"",RC11/3,""));1.33333333333333
Analitos;T32;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y32;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));139.348327883874
Analitos;Z32;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));147.28803575249
Analitos;AA32;=IF(RC25="","",RC5-(RC5-RC25)*1.1);138.951342490443
Analitos;AB32;=IF(RC26="","",RC5+(RC26-RC5)*1.1);147.685021145921
Analitos;AC32;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));120.981062947149
Analitos;AD32;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));127.109846143761
Analitos;AE32;=IF(RC29="","",RC7-(RC7-RC29)*1.1);120.674623787318
Analitos;AF32;=IF(RC30="","",RC7+(RC30-RC7)*1.1);127.416285303591
Analitos;Q33;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R33;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));6
Analitos;S33;=IF(RC1="","",IF(RC11<>"",RC11/3,""));2
Analitos;T33;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y33;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));3.54163485228087
Analitos;Z33;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));3.89472878408277
Analitos;AA33;=IF(RC25="","",RC5-(RC5-RC25)*1.1);3.52398015569077
Analitos;AB33;=IF(RC26="","",RC5+(RC26-RC5)*1.1);3.91238348067286
Analitos;AC33;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));6.14230009136931
Analitos;AD33;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));6.51224536317614
Analitos;AE33;=IF(RC29="","",RC7-(RC7-RC29)*1.1);6.12380282777897
Analitos;AF33;=IF(RC30="","",RC7+(RC30-RC7)*1.1);6.53074262676649
Analitos;Q34;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));CLIA
Analitos;R34;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));5
Analitos;S34;=IF(RC1="","",IF(RC11<>"",RC11/3,""));1.66666666666667
Analitos;T34;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y34;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));114.762770634336
Analitos;Z34;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));125.237229365664
Analitos;AA34;=IF(RC25="","",RC5-(RC5-RC25)*1.1);114.23904769777
Analitos;AB34;=IF(RC26="","",RC5+(RC26-RC5)*1.1);125.76095230223
Analitos;AC34;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));92.9114313673892
Analitos;AD34;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));99.0885686326108
Analitos;AE34;=IF(RC29="","",RC7-(RC7-RC29)*1.1);92.6025745041282
Analitos;AF34;=IF(RC30="","",RC7+(RC30-RC7)*1.1);99.3974254958718
Analitos;Q35;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));
Analitos;R35;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));
Analitos;S35;=IF(RC1="","",IF(RC11<>"",RC11/3,""));
Analitos;T35;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y35;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));
Analitos;Z35;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));
Analitos;AA35;=IF(RC25="","",RC5-(RC5-RC25)*1.1);
Analitos;AB35;=IF(RC26="","",RC5+(RC26-RC5)*1.1);
Analitos;AC35;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));
Analitos;AD35;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));
Analitos;AE35;=IF(RC29="","",RC7-(RC7-RC29)*1.1);
Analitos;AF35;=IF(RC30="","",RC7+(RC30-RC7)*1.1);
Analitos;Q36;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));
Analitos;R36;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));
Analitos;S36;=IF(RC1="","",IF(RC11<>"",RC11/3,""));
Analitos;T36;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y36;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));
Analitos;Z36;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));
Analitos;AA36;=IF(RC25="","",RC5-(RC5-RC25)*1.1);
Analitos;AB36;=IF(RC26="","",RC5+(RC26-RC5)*1.1);
Analitos;AC36;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));
Analitos;AD36;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));
Analitos;AE36;=IF(RC29="","",RC7-(RC7-RC29)*1.1);
Analitos;AF36;=IF(RC30="","",RC7+(RC30-RC7)*1.1);
Analitos;Q37;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));
Analitos;R37;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));
Analitos;S37;=IF(RC1="","",IF(RC11<>"",RC11/3,""));
Analitos;T37;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y37;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));
Analitos;Z37;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));
Analitos;AA37;=IF(RC25="","",RC5-(RC5-RC25)*1.1);
Analitos;AB37;=IF(RC26="","",RC5+(RC26-RC5)*1.1);
Analitos;AC37;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));
Analitos;AD37;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));
Analitos;AE37;=IF(RC29="","",RC7-(RC7-RC29)*1.1);
Analitos;AF37;=IF(RC30="","",RC7+(RC30-RC7)*1.1);
Analitos;Q38;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));
Analitos;R38;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));
Analitos;S38;=IF(RC1="","",IF(RC11<>"",RC11/3,""));
Analitos;T38;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y38;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));
Analitos;Z38;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));
Analitos;AA38;=IF(RC25="","",RC5-(RC5-RC25)*1.1);
Analitos;AB38;=IF(RC26="","",RC5+(RC26-RC5)*1.1);
Analitos;AC38;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));
Analitos;AD38;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));
Analitos;AE38;=IF(RC29="","",RC7-(RC7-RC29)*1.1);
Analitos;AF38;=IF(RC30="","",RC7+(RC30-RC7)*1.1);
Analitos;Q39;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));
Analitos;R39;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));
Analitos;S39;=IF(RC1="","",IF(RC11<>"",RC11/3,""));
Analitos;T39;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y39;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));
Analitos;Z39;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));
Analitos;AA39;=IF(RC25="","",RC5-(RC5-RC25)*1.1);
Analitos;AB39;=IF(RC26="","",RC5+(RC26-RC5)*1.1);
Analitos;AC39;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));
Analitos;AD39;=IF(RC1="","",IF(RC7="","",RC7+3*RC8));
Analitos;AE39;=IF(RC29="","",RC7-(RC7-RC29)*1.1);
Analitos;AF39;=IF(RC30="","",RC7+(RC30-RC7)*1.1);
Analitos;Q40;=IF(RC1="","",IF(RC16<>"","Config",IF(RC11<>"","CLIA",IF(AND(RC13<>"",RC14<>""),"VB","-"))));
Analitos;R40;=IF(RC1="","",IF(RC16<>"",RC16,IF(RC11<>"",RC11,IF(AND(RC13<>"",RC14<>""),(IFERROR(INDEX(R4C23:R6C23,MATCH(RC15,R4C21:R6C21,0)),0.375))*SQRT(RC13^2+RC14^2)+1.65*(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""))));
Analitos;S40;=IF(RC1="","",IF(RC11<>"",RC11/3,""));
Analitos;T40;=IF(RC1="","",IF(RC13<>"",(IFERROR(INDEX(R4C22:R6C22,MATCH(RC15,R4C21:R6C21,0)),0.75))*RC13,""));
Analitos;Y40;=IF(RC1="","",IF(RC5="","",RC5-3*RC6));
Analitos;Z40;=IF(RC1="","",IF(RC5="","",RC5+3*RC6));
Analitos;AA40;=IF(RC25="","",RC5-(RC5-RC25)*1.1);
Analitos;AB40;=IF(RC26="","",RC5+(RC26-RC5)*1.1);
Analitos;AC40;=IF(RC1="","",IF(RC7="","",RC7-3*RC8));
